,0,1,2,3,4,5,6,7,8
0,660.2626953125,434.72161865234375,604.04296875,478.8600158691406,435.0,328.0,-0.016325467159824098,0.17048157260562224,0.6503213014885287
1,678.7987670898438,370.23394775390625,615.36376953125,422.2044677734375,304.0,393.0,-0.053552770851537514,0.09548171553484698,1.1071044916916655
2,679.8695678710938,368.9306640625,614.0513916015625,421.77789306640625,304.0,388.0,-0.053983971709619036,0.09124106289227242,1.109899329089111
3,680.6813354492188,370.46697998046875,615.4388427734375,423.4093017578125,301.0,391.0,-0.05669236778379563,0.09368379852468049,1.1095231925153515
4,684.6290283203125,368.2619323730469,619.3571166992188,421.63116455078125,282.0,382.0,-0.07479477784172257,0.08656350982360465,1.1172963517555732
5,688.71728515625,368.1929931640625,623.4684448242188,422.04730224609375,266.0,383.0,-0.09005611999472729,0.08693113714005218,1.1157230754010588
6,693.162841796875,368.4175720214844,628.2117919921875,422.0105895996094,252.0,383.0,-0.10379493533392584,0.08673926966871459,1.1182147553545787
7,696.5841064453125,368.5591735839844,631.4317626953125,422.99664306640625,240.0,382.0,-0.11489094930106443,0.08584384085319668,1.1166382566083513
8,708.9878540039062,367.6165771484375,642.4359130859375,423.36309814453125,221.0,383.0,-0.1327629043801973,0.08628919070844494,1.113359754531495
9,713.2362060546875,367.8155212402344,645.3212890625,423.45062255859375,200.0,387.0,-0.1523962409698191,0.0898399338748841,1.1097450803130342
10,713.993896484375,366.35418701171875,647.03076171875,423.4648132324219,191.0,377.0,-0.1630531476672582,0.0825440458195406,1.1224777063951779
11,718.4939575195312,364.2529602050781,650.88671875,421.45135498046875,172.0,366.0,-0.1815667512590254,0.07217535019626548,1.1267556349850067
12,727.0933837890625,363.901611328125,659.1449584960938,421.489990234375,153.0,367.0,-0.19866451755212,0.07280887728498349,1.123338652334824
13,729.3427734375,363.08697509765625,661.5706176757812,421.59552001953125,143.0,366.0,-0.20863630006631845,0.07197666920160758,1.1222203194569118
14,731.6112060546875,363.254638671875,663.4473266601562,421.9355163574219,133.0,365.0,-0.21804417271960028,0.07051190470246761,1.1213283169518653
15,737.5414428710938,363.25360107421875,667.4740600585938,422.59991455078125,120.0,367.0,-0.23106778097325908,0.0724019240018305,1.1217269975835458
16,740.2061767578125,362.11529541015625,670.644287109375,422.4682312011719,110.0,363.0,-0.24121848632378862,0.06870707535338168,1.127713691403239
17,742.5934448242188,360.853271484375,673.5089111328125,421.7525939941406,100.0,359.0,-0.2516572591000853,0.06535168171939622,1.1289725747109205
18,748.1787109375,359.0827941894531,678.7869873046875,420.1656494140625,88.0,356.0,-0.2622709418093951,0.06255764930434184,1.1264213666860352
19,752.43310546875,358.64813232421875,680.5213623046875,420.78265380859375,79.0,361.0,-0.27017436647687076,0.06643569880371801,1.1207984269798974
20,752.5853881835938,357.3150329589844,681.6329345703125,419.7902526855469,73.0,351.0,-0.2739150532732279,0.056849023377751405,1.1143778647573193
21,753.1035766601562,355.8926696777344,681.8345947265625,417.8257751464844,72.0,345.0,-0.27454915797120355,0.050751764804410876,1.1113935494795997
22,756.2216186523438,355.08489990234375,684.120849609375,417.5029602050781,57.0,339.0,-0.288571716865207,0.045682358161366024,1.1132347634724586
23,756.5079345703125,353.8343811035156,684.2169799804688,416.689208984375,53.0,328.0,-0.2960235438477863,0.03601175697533403,1.1272002544592352
24,759.8232421875,355.2017822265625,687.384521484375,417.6401062011719,45.0,333.0,-0.3019730205933333,0.040113965074260106,1.121657569358552
25,758.9751586914062,352.9600524902344,686.987060546875,415.826171875,45.0,326.0,-0.3008331442696212,0.03326574291854459,1.1182365262455183
26,752.4921875,350.24298095703125,681.9083251953125,412.96429443359375,66.0,312.0,-0.2822669263947656,0.02080322333575351,1.1234185044228249
27,745.2026977539062,342.4039001464844,675.1000366210938,404.94134521484375,83.0,276.0,-0.2669428030903105,-0.014107071907565258,1.1276697602647199
28,742.8590087890625,336.7463073730469,673.510986328125,398.08251953125,90.0,254.0,-0.2612904854646716,-0.034719041272177426,1.1345397455202335
29,744.8206787109375,336.24896240234375,675.3970336914062,397.4179382324219,83.0,241.0,-0.26832379638710807,-0.047059585301384044,1.135450444761504
30,745.0826416015625,333.4222106933594,676.1198120117188,394.5861511230469,78.0,230.0,-0.27218911883372254,-0.057374008659861024,1.1316322586065746
31,746.1162109375,332.47076416015625,676.9320068359375,392.91754150390625,83.0,222.0,-0.26755009087421516,-0.06552081771779758,1.1343760944758066
32,743.067626953125,330.604736328125,674.710205078125,389.8454284667969,83.0,210.0,-0.26834547756187965,-0.07607174164287386,1.1361317973788936
33,744.2208251953125,326.9683837890625,675.2943115234375,388.22412109375,82.0,196.0,-0.26875631243123527,-0.08941904925903474,1.138353535932733
34,744.5771484375,322.56201171875,675.7479858398438,382.575439453125,76.0,184.0,-0.2735213600865886,-0.10086366737669396,1.1333665323243594
35,744.4114379882812,320.660400390625,675.6619262695312,381.0589294433594,81.0,168.0,-0.2695264507725492,-0.11602957793920435,1.1361630162481515
36,741.3404541015625,318.729248046875,672.9843139648438,378.2967529296875,88.0,167.0,-0.2629565266628448,-0.1176590009013636,1.139155020335237
37,738.9969482421875,320.9262390136719,671.5101318359375,381.0341491699219,97.0,187.0,-0.25446701676923283,-0.09809347448294893,1.1409586975430974
38,739.0680541992188,321.5190734863281,672.3015747070312,380.6734619140625,98.0,210.0,-0.25318159258742823,-0.0765732873000473,1.141399486595941
39,738.7099609375,321.44403076171875,671.0828857421875,381.35498046875,108.0,201.0,-0.24581229629040588,-0.0850778063373733,1.1488813685320773
40,734.9415283203125,320.9664306640625,667.930419921875,380.8791809082031,114.0,209.0,-0.23873965940556513,-0.07743945229723816,1.1459965450587444
41,736.8060913085938,323.9837646484375,669.5888671875,384.32501220703125,111.0,218.0,-0.2428329265372908,-0.06899710164659273,1.1520755295093381
42,735.5767822265625,322.4810791015625,668.152587890625,383.8627624511719,117.0,220.0,-0.23740966537950203,-0.06670702352460686,1.1541269015719124
43,735.9893798828125,325.13037109375,668.3598022460938,385.6409606933594,117.0,224.0,-0.23678532613385048,-0.06262951711920996,1.1550435937919696
44,736.9547729492188,324.62591552734375,668.6914672851562,384.88067626953125,115.0,225.0,-0.23938902438808968,-0.061538529103435824,1.1540004227309888
45,733.4067993164062,320.50750732421875,664.687255859375,381.8660583496094,116.0,227.0,-0.2381085841029974,-0.05984904806114716,1.1524363415869012
46,732.4696044921875,322.4341735839844,664.7835693359375,383.0917053222656,114.0,227.0,-0.23982720803057336,-0.0595482638350163,1.1520246618828422
47,731.7394409179688,324.73699951171875,665.00927734375,383.8214416503906,117.0,233.0,-0.2360074816916533,-0.05368556557550279,1.150294837422052
48,731.80078125,330.92718505859375,665.7955932617188,390.07232666015625,124.0,241.0,-0.22958549494260028,-0.046411688796246436,1.1503404852640562
49,730.9873657226562,331.9825744628906,665.3212280273438,391.162109375,129.0,247.0,-0.22410341765258504,-0.04044976495144938,1.1462320845954936
50,728.0017700195312,330.23779296875,661.8637084960938,389.20489501953125,135.0,246.0,-0.2190948431031512,-0.040976344745657034,1.1511942639559523
51,724.1263427734375,330.28253173828125,658.192138671875,388.8561706542969,160.0,240.0,-0.1966622834271252,-0.04680493386787637,1.1651291544855402
52,719.7723388671875,329.61639404296875,654.72607421875,388.2994384765625,172.0,240.0,-0.1858060918083916,-0.047102209901279064,1.1725603289669468
53,715.5863037109375,329.25439453125,650.3512573242188,387.58087158203125,178.0,238.0,-0.17996867115452742,-0.04915529437187228,1.1737897908868984
54,711.3246459960938,329.23199462890625,645.5460205078125,386.615478515625,195.0,234.0,-0.1637052793005907,-0.05271748791829301,1.178182013911774
55,706.74658203125,328.2928161621094,641.705810546875,385.2849426269531,201.0,235.0,-0.15819273908229903,-0.052276651704163395,1.1828298189378381
56,705.3618774414062,328.3165283203125,640.3956909179688,385.0301513671875,204.0,234.0,-0.15515812932018894,-0.05284389629989454,1.1838747024597098
57,703.7239990234375,328.40887451171875,639.7791137695312,385.0439147949219,213.0,237.0,-0.146953788896561,-0.05005669213046704,1.183966829478582
58,454.3993225097656,531.517578125,851.493896484375,529.3333129882812,214.0,236.0,-0.14546445034247343,-0.05032559248512884,1.1839906107563452
59,696.8170166015625,322.2048034667969,630.0714111328125,378.2904968261719,225.0,230.0,-0.13488558461549316,-0.05725967911598401,1.1863395287611642
60,694.9746704101562,324.521728515625,629.41796875,378.8689270019531,235.0,230.0,-0.1262729060530229,-0.05676593198302756,1.1908961203703623
61,693.960693359375,325.6895446777344,628.924560546875,380.74249267578125,236.0,231.0,-0.12423929441958334,-0.05631528682589296,1.1913677092362398
62,692.3890991210938,324.8849792480469,628.07177734375,378.71820068359375,238.0,230.0,-0.12249811259038011,-0.056646421704546854,1.1961207398699398
63,692.63916015625,325.091064453125,629.2633056640625,379.12969970703125,235.0,229.0,-0.1251152592011522,-0.05803200105863945,1.1958230319717849
64,693.5550537109375,325.08636474609375,629.2852783203125,378.832275390625,236.0,231.0,-0.1243193030016181,-0.056130979362914155,1.197782113071675
65,688.8814697265625,320.7754211425781,623.4430541992188,374.7439270019531,243.0,230.0,-0.11762274955499272,-0.05710391127289764,1.200202957403569
66,688.1007080078125,323.88519287109375,624.1329956054688,377.5172424316406,247.0,231.0,-0.11398991658156431,-0.05638981262140771,1.2031926547218548
67,688.6095581054688,324.515869140625,625.541015625,378.13580322265625,243.0,233.0,-0.11811973392012677,-0.05256634039063756,1.206559987612156
68,688.7706298828125,326.13250732421875,624.3446044921875,379.0414733886719,251.0,234.0,-0.11096823541325289,-0.05343435964649476,1.2096022586122848
69,687.9046630859375,326.48114013671875,623.9320068359375,379.4295959472656,255.0,234.0,-0.10718759511302522,-0.05179095045931705,1.2133806523624064
70,687.8499145507812,327.85406494140625,623.9686889648438,381.244873046875,260.0,240.0,-0.10193596605452017,-0.04697801934069752,1.2158508514218795
